ID,UNCode,CountryName,SDGI_Rank,SDGI_Score,GeometricRank,GeometricScore,UNReg,UnRegSub,SDGIRegion,SDG1_190DAY_im,SDG1_OECDPOV,SDG2_CRLYLD,SDG2_NUE,SDG2_OBESITY,SDG2_STUNTING,SDG2_UNDERNSH_im,SDG2_WASTING,SDG3_FERTILITY,SDG3_HALE,SDG3_MATMORT,SDG3_NEONAT,SDG3_PHYS,SDG3_SMOKE,SDG3_SWB,SDG3_TB,SDG3_TRAFFIC,SDG3_U5MORT,SDG3_VAC,SDG4_LITERACY,SDG4_PISA,SDG4_PRIMARY,SDG4_SCHLYRS,SDG4_TERTIARY,SDG4_UPSEC,SDG5_CONTRA,SDG5_EDAT,SDG5_LFPR,SDG5_PARL,SDG5_PAYGAP,SDG6_FRESHWAT,SDG6_IMPSAN,SDG6_IMPWAT,SDG7_CO2TWH,SDG7_ELECAC,SDG7_NSFUELAC,SDG7_REN,SDG8_ADJGROWTH,SDG8_ATMS,SDG8_CLABOR_im,SDG8_EMPOP,SDG8_UNEMP,SDG8_YNEET,SDG9_INFRQUAL,SDG9_INTUSE,SDG9_LOGPERF,SDG9_MOBUSE,SDG9_PATENTS,SDG9_RDRES,SDG9_RD_im,SDG10_GINI,SDG10_JUSTICE,SDG10_PALMA,SDG11_PIPEDWAT,SDG11_PM25,SDG11_ROOMS,SDG12_MSW,SDG12_MSWRECYCL,SDG12_WASTEWAT,SDG13_CCVM,SDG13_CO2pCAP,SDG14_BIODIV,SDG14_CLEANWAT,SDG14_CPMA,SDG14_FISH,SDG14_FISHSTOCKS,SDG15_CPTA,SDG15_FORCHG,SDG15_REDLIST,SDG16_CPI,SDG16_GOVEFF,SDG16_HOMICIDE,SDG16_PRISON,SDG16_PRS,SDG16_SAFE,SDG16_U5REG,SDG17_GOVREV,SDG17_GOVSPD,SDG17_ODA
AGO,24,Angola,121,44.01,108,40.50,Africa,Middle Africa,Africa,30.12999916,,0.888799965,0.896844471,10.2,29.2,14.19999981,8.2,190.9,44,477,48.7,0.166,,4.032999992,370,26.9,156.8999939,80,73.00776,,,11.39,,,73.16878981,,,36.79999924,,0.4755,51.59999847,49,3.083333333,37,44.77891,,-2.662507675,22.96756765,23.5,,7.55907917,,,21.26,2.105263,12.2,,,,42.65999985,,,31.6032535,14.02398205,,0.48,,0,0.08,1.354007483,73.34,61.89,0,16,5.69,26.08695652,3.145622669,0.935935473,15,,10,105,,46.21470938,35.6,40.456,,
RWA,646,Rwanda,122,43.99,119,36.59,Africa,Eastern Africa,Africa,60.25,,1.91990006,0.787324749,4,37.9,31.60000038,2.2,45,56,290,18.7,0.056,,3.464999914,63,32.1,41.70000076,98,77.34462673,,93.39067,10.27419,,,35.74040219,74.41860465,94.84126772,63.79999924,,1.128,61.59999847,76.09999847,,18,5,,-2.197914507,5.264096437,28.5,,2.354050636,,4.455228215,10.6,2.32197,5.8,,,0,50.81999969,,,27.8432305,17.01929474,,0.52,,0,0.19,0.062874198,,,,,,15.38461538,3.897726312,0.848023748,54,5.388244505,23.1,492,5.570719431,81.70996509,63.2,25.058,16.23114967,
UGA,800,Uganda,123,43.62,117,37.58,Africa,Eastern Africa,Africa,33.24000168,,2.019299984,0.856612817,4.9,34.2,25.5,4.3,140,50,343,18.7,0.117,,3.930999994,161,27.4,54.59999847,78,87.40882894,,91.48062,9.76888,,,56.55976676,71.13564669,95.01134462,35,,1.06,19.10000038,79,,18.16255951,5,,-4.87924161,4.227783433,16.29999924,,3.590334415,,3.539417064,17.71,2.35,7.4,,,0.557940006,44.29999924,,,23.420564,17.63208389,,0.65,,0.56,0.08,0.110886574,,,,,,26.66666667,5.663806122,0.755702097,25,3.567911081,10.7,97,3.891180475,46.03529597,29.9,12.74,13.60027504,
CIV,384,Cote d'Ivoire,124,43.49,114,38.55,Africa,Western Africa,Africa,29.02000046,,3.254100084,0.930128077,9.2,29.6,13.30000019,7.6,125,46,645,37.9,0.144,,3.654999971,165,24.2,92.59999847,63,48.30995824,,76.79877,8.93732,,,67.18289086,60,,9.199999809,,1.841,22.5,81.90000153,1.144736842,55.79999924,21.80106,,-2.199523632,5.881447799,26.39999962,,9.502116203,,4.47776634,14.6,2.40873,0,,,,41.5,,,65.8213435,20.30309677,,0.48,,0.6,0.06,0.312877715,67.82,55.41,,83,22.15,11.76470588,11.09578365,0.888790661,32,4.184318164,13.6,34,4.244946264,57.68819255,65,19.812,,
ETH,231,Ethiopia,125,43.06,115,38.47,Africa,Eastern Africa,Africa,33.54000092,,2.325399876,0.74806654,4,40.4,32,8.7,71.2,56,353,27.7,0.025,,4.512000084,207,25.3,59.20000076,70,54.98297726,,85.4,8.5,,,41.7519909,40.44764992,86.83036203,38.79999924,,4.556,28,57.29999924,0.977011494,26.56255913,5,,1.442483978,0.463300214,27.39999962,,5.450455666,,3.163067127,2.9,2.166667,4.8,,,0.245660007,33.59999847,,,56.1719314,17.60024834,,0.3,,0,0.27,0.083943114,,,,,,9.375,2.455088734,0.838737275,33,3.375877069,12,136,3.731384542,67.13529931,6.6,15.866,10.0462389,
TZA,834,Tanzania,126,43.01,111,39.20,Africa,Eastern Africa,Africa,46.59999847,,1.659999967,0.826508347,7.1,34.7,32.09999847,3.8,72.1,53,398,18.8,0.031,,3.780999899,327,32.9,48.70000076,97,74.56052051,,83.46242,9.1705,,,47.07158351,76.89655172,89.6969697,36,,5.385,15.60000038,55.59999847,1.732142857,15.30000019,5.61133,,-1.366863811,5.744827398,21.10000038,,3.219774723,,3.128758168,4.86,2.317448,2.7,,,0.516160011,37.58000183,,,27.6790785,9.164445877,,0.26,,0.425,0.14,0.154934898,77.24,57.02,30,63,14.81,26.72413793,6.431265258,0.698108967,30,3.498987023,12.7,78,3.506125641,63.60352948,16.3,15.705,14.00879097,
SDN,736,Sudan,127,42.17,135,28.19,Africa,Northern Africa,MENA,14.92000008,,0.682700038,1.013744253,7.5,38.2,,16.3,87,53,311,29.8,0.28,,4.550000191,94,24.3,70.09999847,86,87.91188,,,6.99558,,,70.48624199,67.32304417,,30.5,,71.24,23.60000038,55.5,1.32038835,32.56256104,20.65887,,-3.117274542,4.230590563,24.89999962,,13.58026314,,,24.64,1.897661,,,,,35.29000092,,,,26.59335327,,0.79,,0,0.24,0.349548727,85.47,56.04,0,68,39.71,9.090909091,1.136249826,0.937881261,12,,11.2,56,,71.2688206,59.3,10.85,,
BDI,108,Burundi,128,42.04,143,19.65,Africa,Eastern Africa,Africa,77.65000153,,1.32949996,,2.6,57.5,,6.1,85,48,712,28.6,0.028,,2.904999971,126,,81.69999695,94,88.88636685,,94.77455,10.10505,,,59.31428571,72.02572347,,36.40000153,,2.297,48,75.90000153,,6.5,5,,-7.276854506,1.398660325,26.29999924,,1.518477559,,2.750610241,1.38,2.4,0,,,0.121260002,33.27000046,,,49.4926545,17.09954453,,0.55,,0,0.23,0.021349926,,,,,,40,3.18012535,0.92042405,21,2.891395065,8,72,2.760594506,42.67915513,75.2,29.702,13.9598856,
TGO,768,Togo,129,40.85,123,34.75,Africa,Western Africa,Africa,54.18000031,,1.146300077,0.843401202,7.5,27.5,11.39999962,6.7,85,50,368,26.7,0.053,,2.838999987,58,31.1,78.40000153,82,79.88590713,,,12.23491,,,65.82466568,47.26383098,,17.60000038,,1.15,11.60000038,63.09999847,,31.46256065,5.62812,,-4.250161232,4.818009163,27.89999962,,7.688574791,,,5.7,2.072934,,,,0.253490001,39.29000092,,,12.8315996,25.39838409,,0.52,,0,0.15,0.319443613,88.11,42.19,,82,,75,5.682659165,0.854641248,32,,10.3,64,,56.22284967,77.9,20.898,12.88745213,
BEN,204,Benin,130,39.98,122,34.79,Africa,Western Africa,Africa,53.11000061,,1.460300088,0.799279439,9.3,34,7.5,4.5,94,50,405,31.8,0.059,,3.339999914,61,27.7,99.5,63,42.36270388,,94.86314,11.06991,,,78.16377171,45.27472527,98.02890929,7.199999809,,0.4926,19.70000076,77.90000153,,38.40000153,8.93542,,-3.789332993,4.329718565,15.30000019,,1.075802922,,2.460317373,5.3,2.351515,,,,0,38.61999893,,,34.2356154,26.71080399,,0.54,,0.0084,0.2,0.509962201,89.74,50.36,0,59,,66.66666667,18.61690241,0.909538289,37,3.328764165,8.4,75,3.86153841,45.31337363,80.2,20.38,9.904857635,
MWI,454,Malawi,131,39.77,144,19.61,Africa,Eastern Africa,Africa,70.91000366,,2.187799931,0.762667306,5.3,42.4,20.70000076,3.8,143,51,634,21.8,0.019,,4.291999817,227,35,64,85,72.13956438,,96.90134,10.75378,,,27.53623188,65.70881226,98.93475974,16.70000076,,7.853,41,90.19999695,,9.800000191,5,,-5.928134039,4.852664356,39.29999924,,6.74263525,,2.753386842,5.83,3.042141,3.9,,,0,43.90999985,,,33.2039737,9.134368896,,0.5,,0,0.42,0.079231486,,,,,,60,7.00469593,0.80521062,31,3.245054544,1.8,76,4.156118965,39.48372172,2.3,40.181,13.6883955,
MRT,478,Mauritania,132,39.60,126,34.42,Africa,Western Africa,Africa,10.90999985,,1.205900073,,9.7,22,5.599999905,11.6,71,54,602,35.7,0.13,,4.43599987,111,24.5,84.69999695,84,56.12243472,,73.07767,8.50027,,,72.35041064,56.54885655,45.07042027,25.20000076,,11.82,40,57.90000153,,21.76255989,42.02726,,-2.614189164,7.725474229,14.60000038,,31.08639717,,2.402306106,10.7,2.4,5.4,,,,40.45999908,,,40.3669041,70.13337708,,0.5,,0,0.25,0.627225459,89.81,75.39,33.33333333,64,9.61,10,100.7343376,0.97692356,31,2.653240592,5,45,2.479041752,44.92884214,58.8,27.792,,
MOZ,508,Mozambique,133,39.48,136,26.44,Africa,Eastern Africa,Africa,68.73999786,,0.702600002,0.890251616,5.3,43.1,25.29999924,6.1,167,46,489,27.1,0.04,,4.971000195,551,31.6,78.5,78,67.1496373,,87.37313,9.28123,,,64.55083378,54.4535071,109.7625245,39.59999847,,0.4073,20.5,51.09999847,0.201342282,20.20000076,5.00216,,-3.171018601,9.106682123,22.20000076,,22.27142143,,2.667029557,5.94,2.153846,1.8,,,0.462599993,45.65999985,,,25.2315866,7.330942154,,0.14,,2.5,0.23,0.131189808,86.86,68.11,100,76,12.57,27.77777778,7.087027551,0.831816927,31,3.148153539,12.4,65,3.519441512,41.92023265,47.9,32.209,12.25901031,
ZMB,894,Zambia,134,38.40,130,31.49,Africa,Eastern Africa,Africa,64.43000031,,2.755399942,0.83305257,8.9,40,47.79999924,6.3,145,50,224,21.4,0.173,,5.129000187,406,24.7,64,85,64.04963723,,91.39559,13.5,,,36.32107023,80.21978022,86.95107366,12.69999981,,1.5,43.90000153,65.40000153,0.255639098,22.06255913,17.16012,,-3.123845355,9.58545608,40.59999847,,10.65829086,,3.58109939,17.34,2.310606,0.7,,,0.340330005,57.49000168,,,36.1664291,11.77825546,,0.55,,4.2,0.2,0.21244964,,,,,,23.25581395,4.256580575,0.879240491,38,3.986408085,10.7,119,4.549865484,36.41980765,14,18.397,6.716629982,
MLI,466,Mali,135,38.22,131,30.95,Africa,Western Africa,Africa,49.25,,1.550699949,0.796580389,6.8,38.5,5,15.3,172,49,587,37.8,0.083,,3.994999886,58,25.6,114.6999969,77,47.13697999,,64.40381,8.42596,,,70.89618456,54.90193934,61.91646263,8.800000191,,4.322,24.70000076,77,,25.60000038,5,,-5.556373631,4.26123852,21.39999962,,8.487168312,,3.209747326,7,2.202778,1.8,,,0.661419988,33.02000046,,,36.6767722,35.93209076,,0.65,,0,0.16,0.079956375,,,,,,29.41176471,8.802672919,0.980521793,35,3.56162129,7.5,36,3.748549763,71.30584368,80.8,21.054,12.6102829,
GMB,270,"Gambia, The",136,37.77,128,33.38,Africa,Western Africa,Africa,45.29000092,,0.744700015,0.858344004,10.9,24.5,5.300000191,11.5,88,53,706,29.9,0.107,,,174,29.4,68.90000153,96,69.43474,,68.68975,8.76932,,,75.02356268,54.76839237,91.09947262,9.399999619,,1.131,58.90000153,90.19999695,,34.52679825,9.01643,,-7.163097036,,19.20000076,,30.13380241,,3.89344098,15.56,2,1.2,,,0.133090004,47.27999878,,,52.351391,34.79641342,,0.53,,0.4,0.21,0.241098419,77.07,62.42,0,66,,0,13.49823416,0.981497614,28,4.14073315,10.2,56,4.146763754,,52.5,18.54,10.16768837,
YEM,887,"Yemen, Rep.",137,37.31,138,24.61,Asia,Western Asia,MENA,,,0.962700009,0.78143336,17.2,46.5,26.10000038,16.3,67,55,385,22.1,0.197,,4.077000141,48,21.5,41.90000153,75,87.41462,,,9.15499,,,57.32217573,34.3832021,14.90313,0,,168.6,53.29999924,54.90000153,2.811764706,48.40671158,66.76764,,-15.24029175,4.896862488,22.70000076,,15.94210815,,,22.55,1.87407,0.2,,,,37.68999863,,,,36.19237137,,,,0.48795,0.04,0.919967592,83.5,57.87,27.27272727,69,11.19,28.57142857,0,0.882363314,18,,4.8,55,,58.44388963,17.1,23.9,,
SLE,694,Sierra Leone,138,36.92,133,28.40,Africa,Western Africa,Africa,52.33000183,,1.720800042,,7.6,37.9,22.29999924,9.4,125,39,1360,34.9,0.022,,4.506999969,310,27.3,120.4000015,78,62.71661,,,8.5733775,,,65.67505721,54.13533835,,12.39999962,,0.1326,13.30000019,62.59999847,,14.19999981,5,,-4.711665147,0.401917039,37.40000153,,3.426855326,,2.376931981,2.1,2.5,,,,0,35.34999847,,,11.4889388,23.9172802,,0.45,,0,0.19,0.152044162,64.67,62.23,50,76,3.19,70,8.872068458,0.914771172,29,3.176720459,1.9,52,3.314653655,55.40254828,78,13.283,14.72711945,
AFG,4,Afghanistan,139,36.50,142,20.19,Asia,Southern Asia,Europe & C. Asia,,,2.02060008,,2.9,40.9,26.79999924,9.5,51.9,50,396,35.5,0.266,,3.575000048,189,15.5,91.09999847,66,46.99005082,,,9.27439,,,57.50915751,22.61208577,,27.70000076,,31.04,31.89999962,55.29999924,,43,14.86678,,-3.583961063,0.802081543,10.30000019,,9.58131218,,,6.39,1.818951,,,,0,27.81999969,,,31.2483802,21.69849205,,,,0,0.12,0.425262094,,,,,,6.25,0.862703096,0.835789313,11,,6.5,76,,33.71611619,37.4,24.394,,
MDG,450,Madagascar,140,36.23,141,20.56,Africa,Eastern Africa,Africa,81.76000214,,2.437299967,0.701958887,5.4,49.2,33,0,148,55,353,19.7,0.161,,3.680999994,235,28.4,49.59999847,64,64.94024867,,77.07133,10.34581,,,42.80155642,107.6965625,94.20290176,20.5,,4.896,12,51.5,,15.39999962,5,,-6.829774793,2.049520965,22.89999962,,2.174271345,,2.641179203,3.7,2.147727,3.1,,,0.105669998,44.11000061,,,15.8939026,6.195019245,,0.8,,0.53125,0.12,0.112992808,80.29,64.44,10,55,4.17,33.91304348,11.5014563,0.797089761,28,2.762166851,11.1,87,3.068350083,45.76448917,83,10.885,7.082229137,
NGA,566,Nigeria,141,36.06,148,10.69,Africa,Western Africa,Africa,53.47000122,,1.593699932,0.778133654,11,32.9,7,7.9,122,47,814,34.3,0.408,,5.268000126,322,20.5,108.8000031,51,66.38354494,,63.90199,8.98858,,,71.46788991,68.78341095,,5.599999905,,4.581,29,68.5,2.103448276,55.59999847,25.64219,,-2.739045381,16.05420375,24.70000076,,5.757414818,,2.448035974,42.68,2.559328,10.1,,,0.218960002,48.83000183,,,3.4815632,29.51372528,,0.56,,1.08171624,0.08,0.53749758,69.77,44.25,,46,19.67,66.66666667,4.375789829,0.8741472,26,3.020569217,20,32,3.813756264,60.60121738,29.8,11.047,,
GIN,324,Guinea,142,35.93,139,22.35,Africa,Western Africa,Africa,35.27000046,,1.542699933,0.806379894,6.8,31.3,16.39999962,9.9,146,50,679,31.3,0.1,,3.655999899,177,27.3,93.69999695,51,31.40641688,,75.12078,8.70075,,,85.80460635,36.82623335,81.56288377,21.89999962,,0.2448,20.10000038,76.80000305,,26.20000076,5,,-7.217699519,1.619646049,28.29999924,,1.765491366,,2.095327016,1.72,2.097318,0,,,0,39.34999847,,,36.9135317,27.02497292,,,,0.751111111,0.07,0.229423419,71.6,70.38,60,64,5.9,56,5.922141027,0.895937525,25,2.766527923,8.9,25,2.624779191,49.95302539,57.9,19.847,7.165635109,
BFA,854,Burkina Faso,143,35.63,137,25.53,Africa,Western Africa,Africa,55.29000092,,1.225800037,0.830449751,6.3,32.9,20.70000076,10.9,130,51,371,26.7,0.047,,3.586999893,54,30,88.59999847,88,39.25778015,,,7.77041,,,60.67179846,51.67891864,,9.399999619,,6.059,19.70000076,82.30000305,,13.10000038,8.08628,,-4.068344084,2.656473615,39.20000076,,2.910814762,,,9.4,2.348214,9,,,0.200560004,39.79000092,,,26.6105584,29.22883034,,0.51,,0.025,0.13,0.119980559,,,,,,60,99.33771347,0.987614043,38,,8,28,,56.52626954,76.9,23.925,10.03487492,
HTI,332,Haiti,144,34.40,134,28.31,LAC,Caribbean,LAC,53.90999985,,1.144000053,,11.9,21.9,53.40000153,5.2,66,52,359,25.4,,,4.518000126,200,,69,48,72.34671832,,77.2,8.67,,,52.51736111,75.53890259,85.61353943,4.199999809,,10.33,27.60000038,57.70000076,2,37.90000153,9.14997,,-4.645788024,,24.39999962,,6.943852425,,2.150333055,11.4,1.998047,0,,,0,59.20999908,,,13.3082495,13.35166645,,1,,0,0.09,0.217962041,74.13,46.5,0,1,0.02,0,3.853095993,0.724139593,17,2.648886654,10.2,96,2.5688557,49.34561788,79.7,20.81,,
TCD,148,Chad,145,31.79,140,22.17,Africa,Middle Africa,Africa,38.43000031,,0.940999985,,8.1,38.7,34.40000153,15.7,203.4,44,856,39.3,0.037,,3.667000055,159,24.1,138.6999969,46,48.92033,,85.94692,7.39976,,,90.19920319,33.94996034,,14.89999962,,1.925,12.10000038,50.79999924,,6.400000095,11.78475,,-3.846518014,0.934650958,26.10000038,,5.575796604,,2.432494932,2.5,2.333333,0,,,0,39.77999878,,,24.8374902,30.70660782,,0.5,,0,0.16,0.043830425,,,,,,50,5.139602038,0.919226872,22,2.796261118,7.3,41,2.933914275,46.72214414,15.7,20.809,5.814735889,
NER,562,Niger,146,31.42,146,16.99,Africa,Western Africa,Africa,50.34000015,,0.43599999,0.933845036,4.3,43,9.5,18.7,206,51,553,26.8,0.019,,3.845000029,98,26.4,95.5,68,23.52377795,,,5.42265,,,70.38358608,40.68627451,,13.30000019,,2.889,10.89999962,58.20000076,4.75,14.39999962,5,,-4.465667628,1.292284533,30.5,,2.770904303,,,1.95,2.079882,,,,0,34.54999924,,,41.3462303,38.11638641,,0.49,,0,0.41,0.083958179,,,,,,40,63.81602985,0.937392583,34,,4.7,42,,83.33085758,63.9,25.206,10.98541164,
COD,180,"Congo, Dem. Rep.",147,31.29,145,17.48,Africa,Middle Africa,Africa,77.18000031,,0.762799978,0.900407177,4.4,42.6,,8.1,138,44,693,30.1,0.107,,4.517000198,325,33.2,98.30000305,77,65.77652815,,,9.75,,,82.89652495,57.75193798,,8.899999619,,0.0533,28.70000076,52.40000153,0.302325581,16.39999962,7.04098,,-3.220473195,1.143968098,38.40000153,,3.826145887,,,3,1.834573,,,,0.13019,44.43000031,,,16.9924778,18.0825119,,0.5,,0,0.07,0.050302688,67.27,52.66,,30,,11.76470588,4.004038535,0.892812381,22,,28.3,33,,42.85749965,27.8,15.779,5.23999691,
LBR,430,Liberia,148,30.49,147,12.05,Africa,Western Africa,Africa,68.63999939,,1.077300072,,6.6,32.1,31.89999962,5.6,147,52,725,24.1,0.014,,4.571000099,308,33.7,69.90000153,50,49.0741093,,37.68992,9.5,,,62.34177215,43.91080617,90.12157521,11,,0.0564,16.89999962,75.59999847,,9.800000191,5,,-5.3070226,1.78355279,20.79999924,,4.151667595,,3.040540457,5.41,2.571429,,,,0,38.15999985,,,4.2521689,22.72179413,,,,0,0.28,0.218425006,68.63,66.94,0,53,14.45,0,7.581245515,0.879181646,37,3.904567143,3.2,46,4.400000095,47.92847779,3.6,28.118,12.8467598,
CAF,140,Central African Republic,149,26.10,149,3.39,Africa,Middle Africa,Africa,66.26999664,,1.649199963,,5.1,40.7,47.70000076,7.4,229,44,882,42.6,0.048,,3.677999973,375,32.4,130.1000061,47,36.35626981,,,7.24332,,,73.19347319,48.36156218,,12.5,,0.0514,21.79999924,68.5,,10.80000019,5,,-15.31394579,1.079971532,28.5,,7.628675938,,,4.03,2.497619,,,,0,56.29999924,,,3.9562101,19.33297729,,0.5,,0,0.34,0.063127816,,,,,,62.5,1.161878989,0.943575812,24,,11.8,19,,59.59521052,61,8.364,5.14615202,
